event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-21 23:35,1004,20.25,24.62539225552836,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117640453,,,24.62539225552836,24.9562927600941,25.28334484950956,24.97708936115815,25.484427840657506
sensor,1979-06-21 23:45,1005,19.96666666666667,24.59071224452962,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764052,,,24.59071224452962,24.917646739203455,25.244366863354117,24.941263391839527,25.447485707273437
sensor,1979-06-21 23:55,1006,19.683333333333334,24.556730959651937,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764059,,,24.556730959651937,24.87867480657509,25.204743965802102,24.9052592704345,25.409771624825296
sensor,1979-06-21 23:65,1007,19.4,24.523406598359195,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764066,,,24.523406598359195,24.83918874553008,25.164389122705998,24.868906064306206,25.37126832933594
decision,1979-06-21 23:65,1007,19.4,24.523406598359195,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764066,"{""cooling"": {""Core_ZN"": 27.0, ""Perimeter_ZN_1"": 27.0, ""Perimeter_ZN_2"": 27.0, ""Perimeter_ZN_3"": 27.0, ""Perimeter_ZN_4"": 26.5}, ""heating"": {""Core_ZN"": 21.0, ""Perimeter_ZN_1"": 21.0, ""Perimeter_ZN_2"": 21.0, ""Perimeter_ZN_3"": 21.0, ""Perimeter_ZN_4"": 21.0}}",Heuristic fallback (rate-limit): Night setback cooling=27.0°C multi-zone x5,24.523406598359195,24.83918874553008,25.164389122705998,24.868906064306206,25.37126832933594
sensor,1979-06-22 00:15,1008,19.133333333333333,24.491051919697618,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117640726,,,24.491051919697618,24.800055567413146,25.124389730938155,24.832718202590996,25.332663073121317
sensor,1979-06-22 00:20,1009,18.866666666666667,24.452669506442074,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117640794,,,24.452669506442074,24.753304434473087,25.07644657232607,24.7891857017282,25.28580710950515
sensor,1979-06-22 00:30,1010,18.6,24.421182638087686,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764086,,,24.421182638087686,24.714253135038817,25.03609628613646,24.75288621500486,25.245801223220823
sensor,1979-06-22 00:40,1011,18.333333333333336,24.389686148476688,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764093,,,24.389686148476688,24.67487128554095,24.995245633270642,24.71629933836026,25.204879490600348
sensor,1979-06-22 00:50,1012,18.066666666666666,24.358077973287752,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641,,,24.358077973287752,24.63508987140396,24.953793204360185,24.679353383801164,25.163337405302425
sensor,1979-06-22 00:60,1013,17.8,24.32629295830262,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641067,,,24.32629295830262,24.59486898746446,24.911759730574985,24.642002177421876,25.121228762268334
sensor,1979-06-22 01:10,1014,17.8,24.30627799327084,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641135,,,24.30627799327084,24.56804191628686,24.883730088715126,24.617210790862767,25.09295976382523
sensor,1979-06-22 01:20,1015,17.800000000000004,24.29057334445164,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641203,,,24.29057334445164,24.54531612611971,24.8597305379411,24.596343947444293,25.06859566945927
sensor,1979-06-22 01:30,1016,17.8,24.27674725883444,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764127,,,24.27674725883444,24.524343997676546,24.83738467229317,24.577109454043686,25.045805389058902
sensor,1979-06-22 01:40,1017,17.8,24.263863159016005,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764134,,,24.263863159016005,24.504321110964554,24.81591967098854,24.55906074726143,25.02382567642812
sensor,1979-06-22 01:50,1018,17.8,24.251530495374755,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764141,,,24.251530495374755,24.484539458256645,24.7950379162523,24.541385482785575,25.002364013576287
sensor,1979-06-22 01:60,1019,17.8,24.23956103518482,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641476,,,24.23956103518482,24.465408955082207,24.77458772332175,24.523990675001276,24.98127312940491
sensor,1979-06-22 02:10,1020,17.7,24.22332983654144,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641545,,,24.22332983654144,24.441373647774977,24.748887872107414,24.501821187009032,24.954814706502916
sensor,1979-06-22 02:20,1021,17.6,24.205533390882,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764161,,,24.205533390882,24.415961663973725,24.7218227275432,24.478244158120514,24.92688542764082
sensor,1979-06-22 02:30,1022,17.5,24.187019721400404,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764168,,,24.187019721400404,24.38993257648473,24.6941593882308,24.454017606060802,24.898257407135205
sensor,1979-06-22 02:40,1023,17.4,24.168097924882428,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764175,,,24.168097924882428,24.363517982947243,24.666119080939133,24.429376351541208,24.86914988126183
