event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-24 12:60,1373,20.6,23.999081427943374,Core_ZN,4019.306120018045,0.6698843533363408,546.0416691646049,,,23.999081427943374,23.999373410969852,23.999616946873566,23.999459131291133,23.999664628621105
sensor,1979-06-24 13:10,1374,20.6,23.999017159702234,Core_ZN,4031.0828097948634,0.6718471349658106,546.7135162995706,,,23.999017159702234,23.999340647950895,23.99958560169264,23.999423178182685,23.99963629554703
sensor,1979-06-24 13:20,1375,20.6,23.99899451638124,Core_ZN,4041.460556350701,0.6735767593917835,547.3870930589625,,,23.99899451638124,23.999326613255285,23.999573880376246,23.99940491407499,23.999613571485018
sensor,1979-06-24 13:30,1376,20.6,23.999037651385017,Core_ZN,4056.524838652014,0.676087473108669,548.0631805320711,,,23.999037651385017,23.999318315913744,23.999568719416843,23.99939177344912,23.999597133817673
sensor,1979-06-24 13:40,1377,20.6,23.99904292102018,Core_ZN,4073.58694747281,0.678931157912135,548.7421116899833,,,23.99904292102018,23.99931206037753,23.999565825086126,23.999380547297623,23.999573094668666
sensor,1979-06-24 13:50,1378,20.6,23.999040128781566,Core_ZN,4092.13833756508,0.6820230562608467,549.4241347462441,,,23.999040128781566,23.999306919576416,23.999563844786906,23.999370390818214,23.999542453485677
sensor,1979-06-24 13:60,1379,20.6,23.999035730770608,Core_ZN,4113.7038727480885,0.6856173121246814,550.1097520583688,,,23.999035730770608,23.99930001934042,23.999562328950827,23.99936106556102,23.999506256582364
sensor,1979-06-24 14:10,1380,20.6,23.99902128214777,Core_ZN,4138.811425211843,0.6898019042019738,550.7995539625708,,,23.99902128214777,23.999284693319385,23.999553589889416,23.999343022022924,23.999458458918248
sensor,1979-06-24 14:20,1381,20.6,23.99902627226869,Core_ZN,4165.7738369401295,0.6942956394900215,551.4938496020609,,,23.99902627226869,23.99928789429144,23.999550897513398,23.999341919595665,23.999415093913427
sensor,1979-06-24 14:30,1382,20.6,23.99903647915667,Core_ZN,4194.421661494161,0.6990702769156935,552.1929198789766,,,23.99903647915667,23.99929392267969,23.999550019357546,23.999343765854988,23.999372047828036
